CollegeID,College,City,State,Program,Duration(Years),Total Graduating students,Year Placed,Students placed,Median salary per annum(Rs.),Higher Studies Student
IR-E-U-0619,National Institute of Technology Meghalaya,Shillong,Meghalaya,PG,2,37,2021,10,625000,20
IR-E-U-0619,National Institute of Technology Meghalaya,Shillong,Meghalaya,PG,2,37,2022,12,816000,7
IR-E-U-0619,National Institute of Technology Meghalaya,Shillong,Meghalaya,UG,4,115,2018,81,540000,4
IR-E-U-0619,National Institute of Technology Meghalaya,Shillong,Meghalaya,UG,4,115,2019,104,500000,6
IR-E-U-0619,National Institute of Technology Meghalaya,Shillong,Meghalaya,UG,4,123,2020,105,500000,6
IR-E-U-0619,National Institute of Technology Meghalaya,Shillong,Meghalaya,PG,2,56,2018,5,325000,24
IR-E-U-0619,National Institute of Technology Meghalaya,Shillong,Meghalaya,PG,2,57,2019,6,450000,24
IR-E-U-0619,National Institute of Technology Meghalaya,Shillong,Meghalaya,PG,2,56,2020,24,550000,20
IR-E-U-0395,Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan,UG,4,171,2021,129,1200000,42
IR-E-U-0395,Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan,UG,4,207,2022,164,1500000,43
IR-E-U-0395,Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan,UG,4,312,2023,256,1600000,56
IR-E-U-0395,Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan,PG,2,126,2021,74,1000000,48
IR-E-U-0395,Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan,PG,2,127,2022,83,1150000,44
IR-E-U-0395,Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan,PG,2,124,2023,91,1000000,29
IR-E-U-0395,Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan,UG,4,119,2018,92,950000,11
IR-E-U-0395,Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan,UG,4,106,2019,73,900000,7
IR-E-U-0395,Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan,UG,4,112,2020,76,1225000,2
IR-E-U-0395,Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan,PG,2,44,2018,19,820000,2
IR-E-U-0395,Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan,PG,2,73,2019,12,570000,11
IR-E-U-0395,Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan,PG,2,83,2020,17,1150000,25
IR-E-C-6379,Netaji Subhas University of Technology NSUT ,Delhi,Delhi,UG,4,864,2021,632,1300000,120
IR-E-C-6379,Netaji Subhas University of Technology NSUT ,Delhi,Delhi,UG,4,896,2022,826,1600000,70
IR-E-C-6379,Netaji Subhas University of Technology NSUT ,Delhi,Delhi,UG,4,1153,2023,977,1700000,86
IR-E-C-6379,Netaji Subhas University of Technology NSUT ,Delhi,Delhi,PG,2,124,2021,67,1000000,20
IR-E-C-6379,Netaji Subhas University of Technology NSUT ,Delhi,Delhi,PG,2,196,2022,151,1400000,20
IR-E-C-6379,Netaji Subhas University of Technology NSUT ,Delhi,Delhi,PG,2,135,2023,93,1500000,30
IR-E-C-6379,Netaji Subhas University of Technology NSUT ,Delhi,Delhi,UG,4,758,2018,435,1100000,39
IR-E-C-6379,Netaji Subhas University of Technology NSUT ,Delhi,Delhi,UG,4,875,2019,584,1100000,34
IR-E-C-6379,Netaji Subhas University of Technology NSUT ,Delhi,Delhi,UG,4,838,2020,783,1200000,38
IR-E-C-6379,Netaji Subhas University of Technology NSUT ,Delhi,Delhi,PG,2,69,2018,15,1000000,3
IR-E-C-6379,Netaji Subhas University of Technology NSUT ,Delhi,Delhi,PG,2,84,2019,44,710000,4
IR-E-C-6379,Netaji Subhas University of Technology NSUT ,Delhi,Delhi,PG,2,107,2020,87,900000,14
IR-E-U-0476,Shanmugha Arts Science Technology and Research Academy,Thanjavur,Tamil Nadu,UG,4,1730,2021,1504,600000,142
IR-E-U-0476,Shanmugha Arts Science Technology and Research Academy,Thanjavur,Tamil Nadu,UG,4,1751,2022,1548,750000,102
IR-E-U-0476,Shanmugha Arts Science Technology and Research Academy,Thanjavur,Tamil Nadu,UG,4,1806,2023,1617,760000,115
IR-E-U-0476,Shanmugha Arts Science Technology and Research Academy,Thanjavur,Tamil Nadu,PG,2,94,2021,50,400000,27
IR-E-U-0476,Shanmugha Arts Science Technology and Research Academy,Thanjavur,Tamil Nadu,PG,2,84,2022,50,550000,7
IR-E-U-0476,Shanmugha Arts Science Technology and Research Academy,Thanjavur,Tamil Nadu,PG-Integrated,5,80,2021,65,400000,9
IR-E-U-0476,Shanmugha Arts Science Technology and Research Academy,Thanjavur,Tamil Nadu,PG-Integrated,5,62,2022,50,550000,2
IR-E-U-0476,Shanmugha Arts Science Technology and Research Academy,Thanjavur,Tamil Nadu,PG-Integrated,5,45,2023,33,550000,12
IR-E-U-0476,Shanmugha Arts Science Technology and Research Academy,Thanjavur,Tamil Nadu,UG,4,1771,2018,1523,350000,180
IR-E-U-0476,Shanmugha Arts Science Technology and Research Academy,Thanjavur,Tamil Nadu,UG,4,1458,2019,1241,500000,121
IR-E-U-0476,Shanmugha Arts Science Technology and Research Academy,Thanjavur,Tamil Nadu,UG,4,1761,2020,1543,500000,122
IR-E-U-0476,Shanmugha Arts Science Technology and Research Academy,Thanjavur,Tamil Nadu,PG,2,113,2018,91,350000,16
IR-E-U-0476,Shanmugha Arts Science Technology and Research Academy,Thanjavur,Tamil Nadu,PG,2,128,2019,83,360000,25
IR-E-U-0476,Shanmugha Arts Science Technology and Research Academy,Thanjavur,Tamil Nadu,PG-Integrated,5,162,2018,134,350000,24
IR-E-U-0476,Shanmugha Arts Science Technology and Research Academy,Thanjavur,Tamil Nadu,PG-Integrated,5,147,2019,121,400000,18
IR-E-U-0476,Shanmugha Arts Science Technology and Research Academy,Thanjavur,Tamil Nadu,PG-Integrated,5,112,2020,89,400000,16
IR-E-C-1331,M S Ramaiah Institute of Technology,Bengaluru,Karnataka,UG,4,1121,2021,877,550000,233
IR-E-C-1331,M S Ramaiah Institute of Technology,Bengaluru,Karnataka,UG,4,1124,2022,897,615000,140
IR-E-C-1331,M S Ramaiah Institute of Technology,Bengaluru,Karnataka,UG,4,1121,2023,841,800000,167
IR-E-C-1331,M S Ramaiah Institute of Technology,Bengaluru,Karnataka,PG,2,177,2021,136,550000,8
IR-E-C-1331,M S Ramaiah Institute of Technology,Bengaluru,Karnataka,PG,2,181,2022,142,600000,5
IR-E-C-1331,M S Ramaiah Institute of Technology,Bengaluru,Karnataka,UG,4,1145,2018,875,470000,194
IR-E-C-1331,M S Ramaiah Institute of Technology,Bengaluru,Karnataka,UG,4,1137,2019,847,520000,189
IR-E-C-1331,M S Ramaiah Institute of Technology,Bengaluru,Karnataka,UG,4,1121,2020,742,450000,153
IR-E-C-1331,M S Ramaiah Institute of Technology,Bengaluru,Karnataka,PG,2,195,2018,135,450000,9
IR-E-C-1331,M S Ramaiah Institute of Technology,Bengaluru,Karnataka,PG,2,183,2019,146,600000,5
IR-E-C-1331,M S Ramaiah Institute of Technology,Bengaluru,Karnataka,PG,2,181,2020,124,500000,6
IR-E-U-0139,Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,UG,4,158,2021,114,900000,25
IR-E-U-0139,Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,UG,4,173,2022,100,1417000,40
IR-E-U-0139,Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,UG,4,188,2023,123,1600000,26
IR-E-U-0139,Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,UG,5,0,2021,0,0,0
IR-E-U-0139,Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,UG,5,0,2022,0,0,0
IR-E-U-0139,Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,PG,2,130,2021,79,850000,38
IR-E-U-0139,Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,PG,2,35,2022,20,1101000,12
IR-E-U-0139,Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,PG,2,35,2023,20,1375000,8
IR-E-U-0139,Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,UG,4,102,2018,57,700000,34
IR-E-U-0139,Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,UG,4,120,2019,60,725000,23
IR-E-U-0139,Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,UG,4,156,2020,82,896500,37
IR-E-U-0139,Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,PG,2,85,2018,62,625000,15
IR-E-U-0139,Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,PG,2,98,2019,58,730000,25
IR-E-U-0139,Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,PG,2,97,2020,48,840000,27
IR-E-C-19754,SR University,Warangal,Telangana,UG,4,615,2021,428,360000,83
IR-E-C-19754,SR University,Warangal,Telangana,UG,4,616,2022,472,400000,65
IR-E-C-19754,SR University,Warangal,Telangana,UG,4,622,2023,414,401988,108
IR-E-C-19754,SR University,Warangal,Telangana,PG,2,82,2021,48,450000,14
IR-E-C-19754,SR University,Warangal,Telangana,PG,2,108,2022,72,450000,11
IR-E-U-0297,Defence Institute of Advanced Technology,Pune,Maharashtra,PG,2,200,2021,190,1700000,10
IR-E-U-0297,Defence Institute of Advanced Technology,Pune,Maharashtra,PG,2,215,2022,208,1950000,7
IR-E-U-0297,Defence Institute of Advanced Technology,Pune,Maharashtra,PG,2,295,2023,265,2000000,15
IR-E-U-0297,Defence Institute of Advanced Technology,Pune,Maharashtra,PG,2,240,2018,118,850000,7
IR-E-U-0297,Defence Institute of Advanced Technology,Pune,Maharashtra,PG,2,248,2019,144,700000,25
IR-E-U-0297,Defence Institute of Advanced Technology,Pune,Maharashtra,PG,2,240,2020,190,1500000,40
IR-E-U-0493,National Institute of Technology Agartala,Agratala,Tripura,UG,4,645,2021,525,600000,82
IR-E-U-0493,National Institute of Technology Agartala,Agratala,Tripura,UG,4,681,2022,619,700000,58
IR-E-U-0493,National Institute of Technology Agartala,Agratala,Tripura,UG,4,761,2023,723,850000,26
IR-E-U-0493,National Institute of Technology Agartala,Agratala,Tripura,PG,2,148,2021,80,600000,32
IR-E-U-0493,National Institute of Technology Agartala,Agratala,Tripura,PG,2,161,2022,106,650000,22
IR-E-U-0493,National Institute of Technology Agartala,Agratala,Tripura,UG,4,630,2018,300,511000,32
IR-E-U-0493,National Institute of Technology Agartala,Agratala,Tripura,UG,4,627,2019,350,550000,50
IR-E-U-0493,National Institute of Technology Agartala,Agratala,Tripura,UG,4,518,2020,353,695000,55
IR-E-U-0493,National Institute of Technology Agartala,Agratala,Tripura,PG,2,171,2018,14,479000,7
IR-E-U-0493,National Institute of Technology Agartala,Agratala,Tripura,PG,2,169,2019,18,525000,31
IR-E-U-0493,National Institute of Technology Agartala,Agratala,Tripura,PG,2,180,2020,47,634000,60
IR-E-U-0493,National Institute of Technology Agartala,Agratala,Tripura,PG-Integrated,5,7,2018,1,600000,1
IR-E-U-0493,National Institute of Technology Agartala,Agratala,Tripura,PG-Integrated,5,7,2019,0,0,0
IR-E-U-0493,National Institute of Technology Agartala,Agratala,Tripura,PG-Integrated,5,6,2020,3,450000,1
IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,UG,4,1018,2021,844,550000,77
IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,UG,4,1083,2022,905,760000,98
IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,UG,4,845,2023,677,800000,115
IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,PG,2,44,2021,30,460000,11
IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,PG,2,44,2022,36,600000,7
IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,PG,2,44,2023,40,600000,3
IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,UG,4,800,2018,633,400000,120
IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,UG,4,787,2019,642,440000,123
IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,UG,4,703,2020,579,500000,107
IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,PG,2,95,2018,64,414000,2
IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,PG,2,71,2019,62,440000,5
IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,PG,2,81,2020,68,450000,3
IR-E-U-0020,Koneru Lakshmaiah Education Foundation University K L College of Engineering ,Vaddeswaram,Andhra Pradesh,UG,4,2644,2021,1717,500000,379
IR-E-U-0020,Koneru Lakshmaiah Education Foundation University K L College of Engineering ,Vaddeswaram,Andhra Pradesh,UG,4,2648,2022,1752,660000,405
IR-E-U-0020,Koneru Lakshmaiah Education Foundation University K L College of Engineering ,Vaddeswaram,Andhra Pradesh,UG,4,2891,2023,1991,805500,798
IR-E-U-0020,Koneru Lakshmaiah Education Foundation University K L College of Engineering ,Vaddeswaram,Andhra Pradesh,PG,2,392,2021,153,450000,63
IR-E-U-0020,Koneru Lakshmaiah Education Foundation University K L College of Engineering ,Vaddeswaram,Andhra Pradesh,PG,2,241,2022,88,476000,96
IR-E-U-0020,Koneru Lakshmaiah Education Foundation University K L College of Engineering ,Vaddeswaram,Andhra Pradesh,PG,2,208,2023,72,820000,90
IR-E-U-0020,Koneru Lakshmaiah Education Foundation University K L College of Engineering ,Vaddeswaram,Andhra Pradesh,UG,4,2036,2018,680,300000,428
IR-E-U-0020,Koneru Lakshmaiah Education Foundation University K L College of Engineering ,Vaddeswaram,Andhra Pradesh,UG,4,2587,2019,933,350000,403
IR-E-U-0020,Koneru Lakshmaiah Education Foundation University K L College of Engineering ,Vaddeswaram,Andhra Pradesh,UG,4,3123,2020,1565,435000,310
IR-E-U-0020,Koneru Lakshmaiah Education Foundation University K L College of Engineering ,Vaddeswaram,Andhra Pradesh,PG,2,144,2018,78,360000,48
IR-E-U-0020,Koneru Lakshmaiah Education Foundation University K L College of Engineering ,Vaddeswaram,Andhra Pradesh,PG,2,242,2019,117,450000,54
IR-E-U-0020,Koneru Lakshmaiah Education Foundation University K L College of Engineering ,Vaddeswaram,Andhra Pradesh,PG,2,316,2020,106,450000,58
IR-E-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,UG,4,1240,2021,771,500000,142
IR-E-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,UG,4,1244,2022,926,650008,114
IR-E-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,UG,4,1217,2023,902,700000,82
IR-E-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,UG,5,188,2021,94,460000,11
IR-E-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,UG,5,191,2022,139,500000,15
IR-E-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,UG,5,174,2023,123,600000,0
IR-E-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,PG,2,293,2021,128,500000,4
IR-E-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,PG,2,175,2022,99,630000,0
IR-E-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,PG,2,120,2023,57,700000,0
IR-E-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,UG,4,1182,2018,709,350000,82
IR-E-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,UG,4,1181,2019,654,400000,125
IR-E-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,UG,4,1017,2020,628,420000,81
IR-E-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,UG,5,171,2018,113,350000,4
IR-E-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,UG,5,183,2019,96,400000,5
IR-E-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,UG,5,166,2020,115,420000,4
IR-E-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,PG,2,286,2018,91,353569,5
IR-E-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,PG,2,260,2019,91,450000,1
IR-E-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,PG,2,286,2020,99,420000,3
IR-E-U-0516,Indian Institute of Information Technology Allahabad,Prayagraj,Uttar Pradesh,UG,4,221,2021,190,2000000,2
IR-E-U-0516,Indian Institute of Information Technology Allahabad,Prayagraj,Uttar Pradesh,UG,4,275,2022,261,2800000,14
IR-E-U-0516,Indian Institute of Information Technology Allahabad,Prayagraj,Uttar Pradesh,UG,4,384,2023,372,3000000,9
IR-E-U-0516,Indian Institute of Information Technology Allahabad,Prayagraj,Uttar Pradesh,PG,2,125,2021,93,1150000,13
IR-E-U-0516,Indian Institute of Information Technology Allahabad,Prayagraj,Uttar Pradesh,PG,2,141,2022,137,1675000,4
IR-E-U-0516,Indian Institute of Information Technology Allahabad,Prayagraj,Uttar Pradesh,PG,2,176,2023,133,1500000,6
IR-E-U-0516,Indian Institute of Information Technology Allahabad,Prayagraj,Uttar Pradesh,UG,4,329,2018,256,1500000,11
IR-E-U-0516,Indian Institute of Information Technology Allahabad,Prayagraj,Uttar Pradesh,UG,4,311,2019,257,1293000,12
IR-E-U-0516,Indian Institute of Information Technology Allahabad,Prayagraj,Uttar Pradesh,UG,4,211,2020,184,1900000,10
IR-E-U-0516,Indian Institute of Information Technology Allahabad,Prayagraj,Uttar Pradesh,PG,2,72,2018,60,1600000,10
IR-E-U-0516,Indian Institute of Information Technology Allahabad,Prayagraj,Uttar Pradesh,PG,2,81,2019,55,1040000,11
IR-E-U-0516,Indian Institute of Information Technology Allahabad,Prayagraj,Uttar Pradesh,PG,2,97,2020,62,1150000,13
IR-E-U-0516,Indian Institute of Information Technology Allahabad,Prayagraj,Uttar Pradesh,PG-Integrated,5,0,2018,0,0,0
IR-E-U-0516,Indian Institute of Information Technology Allahabad,Prayagraj,Uttar Pradesh,PG-Integrated,5,22,2019,0,0,22
IR-E-U-0516,Indian Institute of Information Technology Allahabad,Prayagraj,Uttar Pradesh,PG-Integrated,5,26,2020,2,945700,24
IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar,UG,4,445,2021,359,680000,74
IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar,UG,4,550,2022,512,1000000,32
IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar,UG,4,626,2023,601,988000,17
IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar,PG,2,200,2021,14,675000,67
IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar,PG,2,256,2022,125,600000,79
IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar,PG,2,199,2023,87,780000,83
IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar,UG,4,454,2018,352,600000,35
IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar,UG,4,473,2019,419,600000,48
IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar,UG,4,438,2020,423,650000,10
IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar,PG,2,179,2018,22,360000,45
IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar,PG,2,176,2019,2,360000,47
IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar,PG,2,196,2020,26,360000,58
IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,UG,4,273,2021,185,1625000,12
IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,UG,4,268,2022,237,2000000,21
IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,UG,4,293,2023,269,2100000,17
IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,PG,2,151,2021,74,1945000,7
IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,PG,2,244,2022,199,1650000,19
IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,PG,2,335,2023,297,1500000,29
IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,PG,3,31,2021,26,2526000,0
IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,PG,3,44,2022,40,2100000,4
IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,PG,3,32,2023,26,2180000,2
IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,UG,4,196,2018,115,1030000,59
IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,UG,4,191,2019,124,1200000,40
IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,UG,4,219,2020,144,1700000,44
IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,PG,2,129,2018,72,1000000,10
IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,PG,2,123,2019,76,1075000,33
IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,PG,2,148,2020,93,1570000,16
IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,PG,3,35,2018,22,1200000,3
IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,PG,3,13,2019,10,1360000,0
IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,PG,3,20,2020,15,2376000,3
IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,UG,4,242,2021,198,1350000,17
IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,UG,4,254,2022,236,1500000,15
IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,UG,4,299,2023,247,1598000,10
IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,PG,2,152,2021,74,882000,20
IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,PG,2,168,2022,142,1250000,7
IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,PG,2,122,2023,106,1200000,8
IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,UG,4,158,2018,130,880000,16
IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,UG,4,148,2019,120,900000,11
IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,UG,4,195,2020,156,1350000,4
IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,UG,5,0,2018,0,0,0
IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,UG,5,0,2019,0,0,0
IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,PG,2,90,2018,53,620000,24
IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,PG,2,103,2019,66,650000,15
IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,PG,2,139,2020,65,1150000,31
IR-E-U-0391,Birla Institute of Technology and Science Pilani,Pilani,Rajasthan,UG,4,2554,2021,2250,1300000,118
IR-E-U-0391,Birla Institute of Technology and Science Pilani,Pilani,Rajasthan,UG,4,2762,2022,2470,1820000,89
IR-E-U-0391,Birla Institute of Technology and Science Pilani,Pilani,Rajasthan,UG,4,2804,2023,2443,1900000,303
IR-E-U-0391,Birla Institute of Technology and Science Pilani,Pilani,Rajasthan,PG,2,659,2021,564,1200000,22
IR-E-U-0391,Birla Institute of Technology and Science Pilani,Pilani,Rajasthan,PG,2,699,2022,613,1480000,4
IR-E-U-0391,Birla Institute of Technology and Science Pilani,Pilani,Rajasthan,UG,4,1995,2018,1731,1100000,206
IR-E-U-0391,Birla Institute of Technology and Science Pilani,Pilani,Rajasthan,UG,4,2135,2019,1866,1250000,247
IR-E-U-0391,Birla Institute of Technology and Science Pilani,Pilani,Rajasthan,UG,4,2020,2020,1788,1400000,136
IR-E-U-0391,Birla Institute of Technology and Science Pilani,Pilani,Rajasthan,PG,2,258,2018,200,1156062,11
IR-E-U-0391,Birla Institute of Technology and Science Pilani,Pilani,Rajasthan,PG,2,435,2019,349,840000,18
IR-E-U-0391,Birla Institute of Technology and Science Pilani,Pilani,Rajasthan,PG,2,619,2020,476,1250000,52
IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,UG,4,631,2021,393,810000,15
IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,UG,4,669,2022,597,990000,44
IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,UG,4,720,2023,519,1057982,39
IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,PG,2,114,2021,14,401986,5
IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,PG,2,217,2022,86,590000,17
IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,UG,4,640,2018,422,660000,54
IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,UG,4,585,2019,412,800000,21
IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,UG,4,691,2020,421,843000,6
IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,PG,2,148,2018,32,600000,37
IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,PG,2,177,2019,35,350000,36
IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,PG,2,108,2020,17,600000,7
IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,UG,4,663,2021,500,1392000,163
IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,UG,4,674,2022,591,1880000,83
IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,UG,4,798,2023,644,1963000,154
IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,PG,2,853,2021,407,1300000,446
IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,PG,2,853,2022,623,1476188,230
IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,PG,2,870,2023,641,1500000,223
IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,UG,4,572,2018,412,1011000,63
IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,UG,4,615,2019,430,1178400,125
IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,UG,4,613,2020,448,1300000,116
IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,PG,2,499,2018,376,793047,0
IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,PG,2,456,2019,369,1026708,37
IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,PG,2,505,2020,343,1200000,23
IR-E-U-0379,Lovely Professional University,Phagwara,Punjab,UG,4,5165,2021,2401,450000,242
IR-E-U-0379,Lovely Professional University,Phagwara,Punjab,UG,4,3543,2022,2435,707000,392
IR-E-U-0379,Lovely Professional University,Phagwara,Punjab,UG,4,4099,2023,3508,650000,205
IR-E-U-0379,Lovely Professional University,Phagwara,Punjab,PG,2,105,2021,67,615000,8
IR-E-U-0379,Lovely Professional University,Phagwara,Punjab,PG,2,124,2022,89,810000,3
IR-E-U-0379,Lovely Professional University,Phagwara,Punjab,PG,2,135,2023,108,840000,6
IR-E-U-0379,Lovely Professional University,Phagwara,Punjab,PG-Integrated,5,52,2021,44,600000,1
IR-E-U-0379,Lovely Professional University,Phagwara,Punjab,PG-Integrated,5,53,2022,49,810000,1
