Match_ID,Team,Opponent,Bowler_Name,Overs,Maidens,Runs,Wickets,Economy,0s,4s,6s,Wides,No Balls
T20I # 1823,Sri Lanka,Namibia,Maheesh Theekshana,4,0,23,1,5.75,7,0,0,2,0
T20I # 1823,Sri Lanka,Namibia,Dushmantha Chameera,4,0,39,1,9.75,6,3,1,2,0
T20I # 1823,Sri Lanka,Namibia,Pramod Madushan,4,0,37,2,9.25,6,3,1,0,0
T20I # 1823,Sri Lanka,Namibia,Chamika Karunaratne,4,0,36,1,9.00,7,3,1,1,0
T20I # 1823,Sri Lanka,Namibia,Wanindu Hasaranga,4,0,27,1,6.75,8,1,1,0,0
T20I # 1823,Namibia,Sri Lanka,Gerhard Erasmus,1,0,8,0,8.00,1,1,0,0,0
T20I # 1823,Namibia,Sri Lanka,David Wiese,4,0,16,2,4.00,13,1,0,0,0
T20I # 1823,Namibia,Sri Lanka,Bernard Scholtz,4,0,18,2,4.50,10,1,0,0,0
T20I # 1823,Namibia,Sri Lanka,Ben Shikongo,3,1,22,2,7.33,6,3,0,0,0
T20I # 1823,Namibia,Sri Lanka,JJ Smit,3,0,16,1,5.33,7,0,0,1,0
T20I # 1823,Namibia,Sri Lanka,Jan Frylinck,4,0,26,2,6.50,10,0,2,1,0
